no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
4,31,1,10800,0.58414,0.08907,0.28237,-1.53520,33.36550,13.56290,21.29490,-1709.07000,-1335.56000,
5,31,1,12434,0.55404,0.08332,0.35125,-2.02552,32.16150,13.33290,24.05020,-2095.12000,-1731.12000,
6,31,1,18001,0.94430,0.80221,0.55508,0.39656,47.77190,42.08860,32.20320,905.00000,1462.01000,
7,31,1,18278,0.52580,0.33165,0.89919,-2.10642,31.03190,23.26610,45.96760,-2028.43000,-1643.88000,
8,31,1,18432,0.39902,0.45982,0.11194,1.25968,25.96090,28.39290,14.47760,848.98000,1156.46000,
9,31,1,19926,0.21667,0.06118,0.49298,-0.61321,18.66670,12.44730,29.71940,-213.67000,20.16000,
10,31,1,20068,0.24274,0.09995,0.93367,-0.17755,19.70980,13.99810,47.34670,-68.98000,194.47000,
11,31,1,23214,0.53496,0.94276,0.27848,0.78605,31.39840,47.71030,21.13930,774.94000,1162.77000,
12,31,1,24043,0.90450,0.09744,0.06890,-0.12534,46.18000,13.89770,12.75590,-267.30000,226.15000,
13,31,1,27582,0.76151,0.22916,0.14399,-0.02843,40.46050,19.16650,15.75950,-46.55000,397.98000,
14,31,1,28745,0.01940,0.97961,0.19205,0.57361,10.77610,49.18440,17.68180,66.61000,246.24000,
15,31,1,28966,0.68364,0.60055,0.30811,0.59800,37.34560,34.02180,22.32450,834.03000,1268.83000,
16,31,1,30244,0.71414,0.62813,0.00562,1.19612,38.56540,35.12520,10.22460,1778.98000,2214.98000,
17,31,1,31237,0.71247,0.64285,0.43203,0.09924,38.49890,35.71420,27.28120,147.08000,600.07000,
18,31,1,31302,0.23038,0.37764,0.04811,0.57231,19.21500,25.10570,11.92440,211.30000,445.48000,
19,31,1,33117,0.69341,0.40059,0.30250,1.64255,37.73660,26.02340,22.10020,2339.08000,2769.57000,
20,31,1,33461,0.06655,0.95184,0.43782,-0.19759,12.66200,48.07370,27.51290,-31.68000,175.53000,
21,31,1,36104,0.54588,0.84936,0.74410,0.03288,31.83510,43.97450,39.76400,33.33000,440.42000,
22,31,1,39294,0.98261,0.16386,0.35439,-1.41420,49.30440,16.55440,24.17560,-3437.82000,-2899.05000,
23,31,1,41249,0.01965,0.36657,0.17959,-0.97160,10.78590,24.66260,17.18350,-113.03000,41.67000,
24,31,1,43962,0.32878,0.93691,0.80625,-0.88609,23.15110,47.47620,42.25020,-474.92000,-148.68000,
25,31,1,44351,0.81733,0.41046,0.12028,1.18375,42.69320,26.41820,14.81110,2157.64000,2630.80000,
26,31,1,47442,0.41617,0.55014,0.98341,-0.29089,26.64670,32.00580,49.33660,-206.54000,146.27000,
27,31,1,47470,0.33037,0.29209,0.17566,-0.05830,23.21490,21.68360,17.02650,-31.42000,244.44000,
28,31,1,48839,0.78360,0.63708,0.02563,1.21383,41.34420,35.48310,11.02530,2074.85000,2539.80000,
29,31,1,49685,0.77167,0.85803,0.33172,2.20510,40.86680,44.32120,23.26870,3682.74000,4163.99000,
30,31,1,49867,0.78081,0.65039,0.19423,-0.93746,41.23250,36.01560,17.76900,-1593.80000,-1122.69000,
1,32,1,657,0.30853,0.93852,0.63977,2.14746,22.34100,47.54080,35.59090,1071.84000,1383.38000,
2,32,1,2501,0.10265,0.56350,0.28534,-0.21289,14.10580,32.53990,21.41350,-42.36000,157.65000,
3,32,1,6736,0.76373,0.16348,0.39297,-0.19120,40.54920,16.53910,25.71880,-314.37000,138.38000,
4,32,1,11262,0.17191,0.34380,0.02674,1.42746,16.87630,23.75180,11.06980,406.55000,615.14000,
5,32,1,11655,0.02300,0.35582,0.19907,1.84159,10.91990,24.23270,17.96270,219.60000,375.99000,
6,32,1,11778,0.15957,0.99253,0.64033,-0.89505,16.38270,49.70130,35.61330,-240.23000,13.92000,
7,32,1,13210,0.19136,0.78794,0.59692,-1.09976,17.65430,41.51780,33.87680,-342.77000,-85.83000,
8,32,1,14400,0.57870,0.19879,0.88455,-0.32939,33.14810,17.95160,45.38190,-361.93000,37.88000,
9,32,1,14454,0.93818,0.48389,0.47399,0.42399,47.52730,29.35560,28.95950,957.73000,1496.31000,
10,32,1,16502,0.53902,0.06314,0.07035,-0.22178,31.56090,12.52550,12.81400,-220.92000,125.03000,
11,32,1,18182,0.49541,0.66143,0.61118,-0.71859,29.81620,36.45720,34.44710,-638.83000,-264.76000,
12,32,1,18233,0.38787,0.25939,0.28285,-0.56815,25.51500,20.37570,21.31420,-369.88000,-68.04000,
13,32,1,18336,0.77744,0.18894,0.78752,-0.57870,41.09780,17.55740,41.50070,-977.44000,-502.41000,
14,32,1,19763,0.06283,0.67461,0.54720,-0.23886,12.51330,36.98440,31.88800,-37.40000,161.60000,
15,32,1,21575,0.04443,0.14307,0.64510,1.39447,11.77700,15.72260,35.80400,193.41000,367.71000,
16,32,1,23195,0.86862,0.06789,0.11311,-1.28914,44.74480,12.71550,14.52440,-2580.99000,-2101.31000,
17,32,1,25995,0.23429,0.58212,0.15373,0.58379,19.37150,33.28490,16.14920,219.07000,467.22000,
18,32,1,26488,0.77794,0.48781,0.88405,2.07226,41.11750,29.51230,45.36190,3503.47000,3994.52000,
19,32,1,30482,0.57837,0.91454,0.04843,0.48861,33.13480,46.58150,11.93720,536.45000,931.31000,
20,32,1,32648,0.36199,0.41239,0.56247,-1.60309,24.47960,26.49560,32.49860,-960.65000,-651.86000,
21,32,1,32774,0.71533,0.37740,0.96097,-1.43788,38.61320,25.09600,48.43860,-2143.85000,-1679.18000,
22,32,1,33988,0.46782,0.54270,0.35244,1.17786,28.71290,31.70780,24.09740,971.06000,1319.00000,
23,32,1,35203,0.72513,0.71581,0.87029,1.27622,39.00520,38.63240,44.81150,1941.66000,2420.15000,
24,32,1,36234,0.74540,0.43513,0.76319,-0.87445,39.81600,27.40510,40.52760,-1386.28000,-915.19000,
25,32,1,38519,0.26225,0.31403,0.76474,-0.01146,20.49010,22.56110,40.58960,-4.81000,268.24000,
26,32,1,39388,0.93192,0.05143,0.26274,0.93822,47.27670,12.05730,20.50960,2096.99000,2607.33000,
27,32,1,44210,0.90511,0.16147,0.23788,1.39566,46.20440,16.45890,19.51510,2979.53000,3482.55000,
28,32,1,45025,0.37018,0.25605,0.26529,-0.17125,24.80720,20.24200,20.61140,-105.39000,188.54000,
29,32,1,48499,0.95800,0.50297,0.41870,1.08854,48.32000,30.11870,26.74790,2541.56000,3086.62000,
30,32,1,48867,0.41484,0.75486,0.69170,-0.51695,26.59370,40.19430,37.66810,-365.60000,-16.80000,
1,33,1,4881,0.01600,0.30312,0.86806,0.05558,10.64010,22.12460,44.72240,6.29000,184.54000,
2,33,1,8021,0.11753,0.32997,0.19501,-1.34717,14.70110,23.19900,17.80060,-291.16000,-98.14000,
3,33,1,13777,0.45035,0.90510,0.82075,0.16027,28.01410,46.20400,42.83020,125.78000,499.96000,
4,33,1,13797,0.84805,0.16374,0.50741,1.20282,43.92190,16.54950,30.29650,2320.40000,2811.46000,
5,33,1,15795,0.85502,0.66120,0.08956,-0.73862,44.20080,36.44790,13.58250,-1443.06000,-946.02000,
6,33,1,16934,0.18541,0.73279,0.34134,-1.16057,17.41650,39.31150,23.65350,-352.04000,-109.91000,
7,33,1,17061,0.45541,0.17290,0.71686,-1.91582,28.21650,16.91620,38.67430,-1525.33000,-1182.57000,
8,33,1,21291,0.88101,0.09095,0.22730,-0.16392,45.24050,13.63800,19.09180,-335.49000,154.64000,
9,33,1,27789,0.61331,0.06269,0.12235,0.96355,34.53240,12.50760,14.89400,1149.02000,1526.75000,
10,33,1,29000,0.81008,0.78797,0.67032,-0.55741,42.40300,41.51880,36.81290,-1002.23000,-494.87000,
11,33,1,31210,0.14102,0.79504,0.80474,-0.91713,15.64070,41.80180,42.18980,-224.36000,21.04000,
12,33,1,31915,0.45002,0.02828,0.93918,-0.22913,28.00060,11.13130,47.56730,-179.65000,164.06000,
13,33,1,31943,0.72166,0.34863,0.88708,-1.88982,38.86660,23.94540,45.48330,-2854.78000,-2391.68000,
14,33,1,34631,0.45429,0.45093,0.27145,-0.20665,28.17160,28.03700,20.85790,-164.00000,171.61000,
15,33,1,34642,0.95678,0.58302,0.72220,0.15199,48.27130,33.32070,38.88810,354.16000,914.08000,
16,33,1,36225,0.05977,0.07422,0.54358,-1.59628,12.39080,12.96870,31.74320,-245.08000,-71.46000,
17,33,1,38557,0.91114,0.51505,0.52702,-0.30769,46.44570,30.60220,31.08090,-663.75000,-132.61000,
18,33,1,39098,0.91854,0.75527,0.22156,0.17498,46.74170,40.21060,18.86230,382.28000,913.77000,
19,33,1,41222,0.06999,0.61627,0.34681,1.02349,12.79940,34.65070,23.87250,167.67000,359.19000,
20,33,1,41509,0.62197,0.51731,0.53636,0.60100,34.87880,30.69220,31.45440,731.13000,1147.07000,
21,33,1,41767,0.21420,0.62887,0.67811,0.67283,18.56800,35.15460,37.12460,231.97000,494.93000,
22,33,1,41869,0.88732,0.85504,0.44128,0.82756,45.49290,44.20160,27.65110,1712.72000,2244.51000,
23,33,1,42011,0.40924,0.89355,0.67833,0.27788,26.36940,45.74190,37.13330,193.23000,544.80000,
24,33,1,43066,0.08378,0.51633,0.14492,0.92417,13.35130,30.65300,15.79690,164.74000,349.70000,
25,33,1,43456,0.68947,0.01359,0.84097,-0.39678,37.57890,10.54350,43.63890,-560.32000,-125.35000,
26,33,1,44656,0.93845,0.50434,0.94527,0.29509,47.53790,30.17350,47.81080,666.86000,1225.23000,
27,33,1,45660,0.42618,0.27706,0.26830,-0.33790,27.04730,21.08250,20.73190,-247.19000,70.09000,
28,33,1,47024,0.60434,0.04293,0.49574,0.20135,34.17370,11.71700,29.82970,235.14000,623.42000,
29,33,1,48513,0.28548,0.60198,0.19167,-0.61340,21.41910,34.07930,17.66660,-281.41000,-10.48000,
30,33,1,48795,0.49381,0.54135,0.33365,0.09480,29.75250,31.65390,23.34590,83.92000,441.44000,
1,34,1,3402,0.88281,0.57675,0.83216,-2.01857,45.31240,33.07010,43.28630,-4144.55000,-3610.07000,
2,34,1,4422,0.59977,0.28272,0.83781,0.17929,33.99080,21.30890,43.51250,207.14000,616.87000,
3,34,1,5277,0.85566,0.53652,0.40271,0.77119,44.22630,31.46080,26.10860,1508.42000,2013.25000,
4,34,1,7419,0.35065,0.20418,0.71038,-0.19666,24.02600,18.16720,38.41520,-113.52000,188.32000,
5,34,1,9365,0.82358,0.45185,0.54387,0.89422,42.94320,28.07400,31.75460,1649.04000,2143.30000,
6,34,1,12941,0.04369,0.68794,0.69342,-0.57785,11.74760,37.51780,37.73670,-79.75000,117.98000,
7,34,1,16724,0.41524,0.08022,0.87171,-0.98488,26.60940,13.20880,44.86860,-697.36000,-368.18000,
8,34,1,16743,0.83562,0.38738,0.94941,0.91812,43.42480,25.49500,47.97640,1731.31000,2244.03000,
9,34,1,16849,0.00590,0.41472,0.43167,-0.18334,10.23610,26.58890,27.26670,-19.21000,142.01000,
10,34,1,19417,0.66816,0.05036,0.60699,1.30099,36.72630,12.01420,34.27950,1754.80000,2173.35000,
11,34,1,19583,0.40147,0.11121,0.12614,-0.51721,26.05870,14.44850,15.04550,-351.22000,-56.14000,
12,34,1,19624,0.49452,0.54903,0.45965,0.30161,29.78090,31.96110,28.38590,267.49000,630.65000,
13,34,1,21213,0.07684,0.76927,0.16720,0.09093,13.07350,40.77080,16.68790,15.54000,208.74000,
14,34,1,21245,0.05932,0.24776,0.12103,1.73644,12.37300,19.91050,14.84120,265.83000,429.31000,
15,34,1,21763,0.94562,0.83375,0.79738,0.29627,47.82500,43.34990,41.89520,677.64000,1246.14000,
16,34,1,28141,0.90080,0.31979,0.74033,-1.54151,46.03220,22.79150,39.61340,-3266.40000,-2738.67000,
17,34,1,29218,0.26007,0.72035,0.72267,1.55762,20.40280,38.81420,38.90660,648.40000,935.15000,
18,34,1,29576,0.79678,0.49277,0.43481,2.37473,41.87110,29.71100,27.39220,4163.36000,4644.17000,
19,34,1,30101,0.12050,0.56991,0.02009,0.50519,14.81990,32.79640,10.80340,110.96000,307.75000,
20,34,1,30661,0.42545,0.30180,0.16025,-0.48728,27.01810,22.07210,16.40990,-355.70000,-42.04000,
21,34,1,32631,0.95373,0.52751,0.45376,0.98797,48.14910,31.10030,28.15030,2290.45000,2836.19000,
22,34,1,32776,0.85362,0.91149,0.41537,0.87912,44.14480,46.45950,26.61460,1713.19000,2232.71000,
23,34,1,34297,0.80967,0.48649,0.71303,-1.29480,42.38690,29.45960,38.52120,-2326.30000,-1829.45000,
24,34,1,38890,0.72612,0.23215,0.22624,-0.07446,39.04500,19.28580,19.04940,-113.52000,320.27000,
25,34,1,44402,0.65063,0.91063,0.44722,2.83068,36.02510,46.42530,27.88880,3673.67000,4113.23000,
26,34,1,48458,0.73888,0.02532,0.16521,0.75269,39.55530,11.01280,16.60850,1177.67000,1605.84000,
27,34,1,48982,0.66544,0.97984,0.61954,-0.20769,36.61740,49.19360,34.78180,-278.47000,176.68000,
28,34,1,49108,0.29220,0.85468,0.23525,-0.21018,21.68810,44.18720,19.41010,-98.86000,186.61000,
29,34,1,49557,0.29932,0.60250,0.38979,0.18656,21.97280,34.09990,25.59160,90.07000,374.49000,
30,34,1,49894,0.82386,0.83509,0.06836,1.44170,42.95420,43.40350,12.73440,2660.03000,3150.71000,
1,35,1,228,0.38433,0.96108,0.34289,-0.54520,25.37310,48.44330,23.71550,-351.00000,-20.11000,
2,35,1,1386,0.02541,0.58328,0.23008,0.04070,11.01650,33.33110,19.20340,4.94000,172.64000,
3,35,1,3414,0.68361,0.99356,0.70853,-0.13532,37.34430,49.74250,38.34110,-188.71000,277.82000,
4,35,1,3562,0.96409,0.34384,0.81176,0.45534,48.56350,23.75370,42.47030,1073.89000,1630.75000,
5,35,1,5327,0.64778,0.01896,0.66720,-0.27373,35.91110,10.75840,36.68800,-353.00000,58.56000,
6,35,1,8244,0.84067,0.97716,0.03038,0.30652,43.62680,49.08630,11.21530,583.40000,1084.97000,
7,35,1,8845,0.06596,0.43077,0.91179,0.07630,12.63850,27.23060,46.47160,12.19000,217.27000,
8,35,1,10089,0.25562,0.47450,0.11181,0.14489,20.22470,28.97980,14.47230,59.27000,309.96000,
9,35,1,15143,0.33875,0.89638,0.28292,1.03300,23.55010,45.85520,21.31690,572.91000,880.58000,
10,35,1,15563,0.69167,0.37897,0.37857,-0.80115,37.66660,25.15880,25.14260,-1136.64000,-704.68000,
11,35,1,16264,0.71556,0.19741,0.11337,1.90720,38.62260,17.89630,14.53490,2844.99000,3268.64000,
12,35,1,18222,0.83963,0.15923,0.48620,1.66988,43.58510,16.36910,29.44800,3172.21000,3658.88000,
13,35,1,20519,0.02907,0.51569,0.15900,-1.76376,11.16270,30.62770,16.36010,-219.78000,-56.16000,
14,35,1,20869,0.16100,0.60878,0.54262,-0.77057,16.44010,34.35130,31.70500,-208.27000,27.19000,
15,35,1,21332,0.15653,0.83440,0.21248,-0.25651,16.26110,43.37600,18.49940,-67.83000,161.66000,
16,35,1,23024,0.79092,0.28461,0.31146,1.15749,41.63690,21.38430,22.45840,2006.67000,2471.88000,
17,35,1,28998,0.16421,0.94174,0.94680,0.04511,16.56820,47.66980,47.87210,12.38000,278.61000,
18,35,1,29545,0.33026,0.16543,0.71622,1.20283,23.21060,16.61730,38.64890,648.00000,940.37000,
19,35,1,30330,0.59778,0.40923,0.34026,-1.34763,33.91130,26.36910,23.61040,-1549.74000,-1155.65000,
20,35,1,32791,0.63074,0.81590,0.59546,0.86789,35.22960,42.63600,33.81840,1077.16000,1510.92000,
21,35,1,33257,0.70819,0.17084,0.16195,-0.52861,38.32760,16.83360,16.47800,-776.53000,-354.94000,
22,35,1,33300,0.87263,0.29161,0.61829,0.85781,44.90530,21.66420,34.73160,1729.75000,2240.20000,
23,35,1,35328,0.35687,0.69195,0.34986,-0.98047,24.27460,37.67790,23.99450,-577.75000,-268.33000,
24,35,1,37937,0.83476,0.64322,0.93206,-0.07870,43.39030,35.72890,47.28220,-148.16000,373.75000,
25,35,1,38089,0.59518,0.48046,0.58026,-0.96163,33.80710,29.21850,33.21040,-1099.06000,-693.56000,
26,35,1,38127,0.75205,0.13012,0.81375,0.42924,40.08200,15.20500,42.55010,689.60000,1153.17000,
27,35,1,39150,0.64093,0.50323,0.38359,-0.69858,35.63710,30.12900,25.34360,-887.19000,-470.35000,
28,35,1,39761,0.36558,0.70596,0.15209,1.64530,24.62320,38.23850,16.08350,997.55000,1303.10000,
29,35,1,40637,0.51000,0.02518,0.73751,-0.23149,30.40020,11.00710,39.50060,-213.94000,145.57000,
30,35,1,46518,0.09210,0.34083,0.86031,-0.13894,13.68380,23.63330,44.41250,-26.02000,183.87000,
1,36,1,4825,0.44188,0.54952,0.79640,0.17400,27.67520,31.98090,41.85580,133.27000,488.86000,
2,36,1,7747,0.89591,0.06195,0.88448,0.67136,45.83640,12.47800,45.37900,1410.51000,1931.73000,
3,36,1,8381,0.38206,0.05604,0.69290,-0.68201,25.28240,12.24150,37.71620,-435.94000,-128.16000,
4,36,1,8677,0.75834,0.40715,0.29581,-0.47954,40.33350,26.28600,21.83230,-780.12000,-323.66000,
5,36,1,9409,0.26089,0.90248,0.09072,0.98240,20.43560,46.09940,13.62890,410.26000,679.35000,
6,36,1,9791,0.73693,0.43546,0.56687,-0.89837,39.47710,27.41820,32.67460,-1400.06000,-940.19000,
7,36,1,14002,0.50546,0.04073,0.28425,0.34569,30.21820,11.62940,21.36980,315.66000,655.85000,
8,36,1,14934,0.48925,0.77179,0.82388,0.03547,29.56990,40.87160,42.95540,31.02000,415.54000,
9,36,1,19661,0.02202,0.51929,0.31904,1.38843,10.88060,30.77150,22.76140,164.37000,331.71000,
10,36,1,21422,0.97651,0.67221,0.78553,-0.39438,49.06020,36.88850,41.42120,-949.25000,-375.33000,
11,36,1,21713,0.57410,0.47526,0.73045,0.11172,32.96400,29.01060,39.21790,121.40000,524.27000,
12,36,1,23694,0.21297,0.91573,0.33812,0.69595,18.51860,46.62940,23.52460,238.67000,499.01000,
13,36,1,24625,0.10332,0.65144,0.30451,0.31546,14.13300,36.05780,22.18020,63.01000,267.58000,
14,36,1,25288,0.79899,0.19220,0.93779,-0.05060,41.95970,17.68810,47.51170,-89.08000,400.72000,
15,36,1,27055,0.63573,0.93856,0.51844,1.08070,35.42920,47.54240,30.73770,1356.52000,1794.09000,
16,36,1,30384,0.41695,0.14811,0.24997,-1.32974,26.67780,15.92440,19.99890,-946.39000,-638.68000,
17,36,1,34732,0.52641,0.11140,0.38863,-0.45495,31.05650,14.45620,25.54540,-438.81000,-83.24000,
18,36,1,35571,0.34794,0.95492,0.84114,0.00016,23.91740,48.19670,43.64550,0.09000,336.11000,
19,36,1,37764,0.41366,0.87439,0.44175,-0.03125,26.54640,44.97580,27.67010,-22.02000,321.09000,
20,36,1,38302,0.98248,0.55953,0.74296,-1.78237,49.29930,32.38100,39.71830,-4331.89000,-3761.80000,
21,36,1,40428,0.03887,0.19935,0.14159,0.16227,11.55490,17.97420,15.66350,21.67000,175.85000,
22,36,1,41696,0.85541,0.85138,0.95325,-1.10057,44.21640,44.05510,48.12980,-2151.72000,-1612.37000,
23,36,1,42324,0.61024,0.44456,0.42828,0.91138,34.40970,27.78250,27.13130,1079.09000,1483.10000,
24,36,1,42624,0.66541,0.77312,0.63447,1.87693,36.61660,40.92480,35.37900,2516.54000,2964.01000,
25,36,1,43048,0.80754,0.01055,0.86217,-0.76286,42.30180,10.42180,44.48680,-1365.10000,-882.17000,
26,36,1,44579,0.77293,0.89743,0.68969,-1.20866,40.91720,45.89720,37.58760,-2023.56000,-1525.90000,
27,36,1,46192,0.19371,0.40816,0.79040,0.48505,17.74820,26.32640,41.61590,152.79000,403.21000,
28,36,1,47155,0.66026,0.06313,0.07883,0.02956,36.41040,12.52540,13.15310,39.19000,433.97000,
29,36,1,48980,0.51548,0.22271,0.88498,0.59160,30.61930,18.90820,45.39940,554.65000,930.15000,
30,36,1,49513,0.26703,0.32374,0.09081,1.06001,20.68140,22.94970,13.63240,453.39000,701.78000,
1,37,1,771,0.59687,0.76081,0.70419,-0.34913,33.87460,40.43250,38.16770,-400.63000,21.72000,
2,37,1,4534,0.22703,0.31374,0.30626,0.09243,19.08110,22.54950,22.25050,33.65000,274.26000,
3,37,1,5940,0.00510,0.48997,0.82553,-0.10142,10.20390,29.59890,43.02130,-10.56000,169.10000,
4,37,1,8778,0.50288,0.92350,0.76787,-1.27939,30.11530,46.94010,40.71490,-1160.32000,-766.51000,
5,37,1,10708,0.30018,0.40276,0.11593,-0.49689,22.00700,26.11040,14.63730,-240.65000,25.17000,
6,37,1,10775,0.15607,0.04735,0.17589,0.39272,16.24270,11.89400,17.03560,103.61000,299.97000,
7,37,1,11200,0.35713,0.96374,0.68841,1.05751,24.28540,48.54960,37.53630,623.70000,957.64000,
8,37,1,11492,0.21555,0.71859,0.01293,-0.67607,18.62210,38.74360,10.51710,-234.45000,6.03000,
9,37,1,11949,0.08095,0.09143,0.58025,-0.95963,13.23810,13.65730,33.20980,-168.17000,16.08000,
10,37,1,13583,0.85433,0.03559,0.65115,1.63571,44.17310,11.42340,36.04580,3191.70000,3685.90000,
11,37,1,14412,0.63698,0.77649,0.56692,-0.40160,35.47930,41.05970,32.67670,-505.53000,-72.00000,
12,37,1,15987,0.65619,0.43746,0.98678,-0.95551,36.24750,27.49840,49.47110,-1255.43000,-810.98000,
13,37,1,16716,0.43924,0.73840,0.78650,1.02691,27.56960,39.53590,41.46000,780.54000,1142.23000,
14,37,1,20453,0.98327,0.96877,0.11465,-0.57020,49.33090,48.75060,14.58580,-1387.61000,-825.97000,
15,37,1,22396,0.54802,0.18635,0.30910,-1.04293,31.92060,17.45410,22.36410,-1062.67000,-698.65000,
16,37,1,26011,0.50177,0.71771,0.84248,1.95411,30.07090,38.70830,43.69900,1767.03000,2155.14000,
17,37,1,28720,0.98440,0.32679,0.42413,0.61601,49.37600,23.07160,26.96540,1501.83000,2050.63000,
18,37,1,30084,0.11831,0.14284,0.55769,-0.08528,14.73250,15.71360,32.30750,-18.51000,181.84000,
19,37,1,30208,0.95446,0.27276,0.73967,1.76506,48.17850,20.91050,39.58680,4097.00000,4644.29000,
20,37,1,32349,0.22681,0.21369,0.96072,0.80198,19.07230,18.54750,48.42900,291.72000,554.42000,
21,37,1,33939,0.68684,0.48920,0.99940,-1.70340,37.47340,29.56790,49.97590,-2392.02000,-1932.74000,
22,37,1,34789,0.92573,0.26605,0.46507,-1.59228,47.02930,20.64210,28.60290,-3521.74000,-2997.21000,
23,37,1,35479,0.53731,0.16580,0.52357,0.40278,31.49250,16.63200,30.94270,399.47000,766.97000,
24,37,1,36512,0.86718,0.51994,0.38430,0.84465,44.68700,30.79740,25.37180,1686.72000,2194.76000,
25,37,1,40599,0.67566,0.26170,0.62455,0.04952,37.02650,20.46790,34.98190,67.89000,498.60000,
26,37,1,42340,0.18160,0.00917,0.09861,-0.12381,17.26380,10.36700,13.94440,-36.90000,165.05000,
27,37,1,44185,0.15835,0.89596,0.57734,-0.28979,16.33400,45.83830,33.09370,-77.31000,169.96000,
28,37,1,45213,0.97523,0.03615,0.53231,-0.87927,49.00930,11.44590,31.29220,-2111.93000,-1574.10000,
29,37,1,45766,0.76631,0.84461,0.66559,-1.18175,40.65220,43.78460,36.62340,-1952.96000,-1461.03000,
30,37,1,48052,0.68906,0.89997,0.17696,0.80472,37.56260,45.99870,17.07850,1135.41000,1579.12000,
1,38,1,229,0.34633,0.38272,0.84902,-0.85246,23.85340,25.30870,43.96100,-485.04000,-172.23000,
2,38,1,3440,0.53984,0.42378,0.93202,-0.38434,31.59370,26.95120,47.28080,-383.63000,11.54000,
3,38,1,4757,0.41632,0.23742,0.66522,0.40980,26.65280,19.49670,36.60870,291.11000,618.75000,
4,38,1,4971,0.92410,0.50288,0.00255,-0.28377,46.96390,30.11500,10.10220,-625.87000,-111.02000,
5,38,1,8770,0.46053,0.40074,0.96762,-0.23510,28.42100,26.02960,48.70500,-189.90000,174.04000,
6,38,1,10947,0.39289,0.11729,0.79827,-0.89650,25.71540,14.69160,41.93080,-592.84000,-274.06000,
7,38,1,13402,0.22151,0.87395,0.17211,0.64739,18.86040,44.95820,16.88430,230.29000,485.73000,
8,38,1,14547,0.95460,0.53370,0.77537,1.05777,48.18410,31.34790,41.01490,2455.83000,3015.03000,
9,38,1,14664,0.69403,0.60852,0.41810,1.60043,37.76120,34.34090,26.72390,2282.06000,2725.74000,
10,38,1,14884,0.88353,0.58510,0.95155,0.09548,45.34120,33.40400,48.06210,196.29000,736.17000,
11,38,1,18141,0.30384,0.11387,0.58409,-2.06251,22.15350,14.55480,33.36360,-1012.23000,-737.78000,
12,38,1,19157,0.51592,0.56636,0.83952,-0.23602,30.63690,32.65440,43.58080,-221.53000,166.07000,
13,38,1,22496,0.98732,0.86704,0.97299,-0.35744,49.49280,44.68160,48.91960,-875.57000,-282.04000,
14,38,1,27144,0.57641,0.49405,0.81230,-0.20194,33.05660,29.76180,42.49180,-220.66000,187.16000,
15,38,1,27428,0.06300,0.60170,0.11072,2.01964,12.51990,34.06810,14.42860,316.57000,495.27000,
16,38,1,30913,0.95198,0.78595,0.27759,2.02775,48.07910,41.43780,21.10350,4687.34000,5235.67000,
17,38,1,32487,0.33624,0.69494,0.76391,1.31047,23.44970,37.79760,40.55630,720.61000,1038.46000,
